article_id,year,journal,title
970321,2019,journal of environmental economics and management,when do environmental regulations backfire onsite industrial electricity generation energy efficiency and policy instruments
887156,2017,journal of environmental economics and management,the effect of environmental regulation on plant level product mix a study of epas cluster rule
686665,2013,journal of environmental economics and management,does cleanup of hazardous waste sites raise housing values evidence of spatially localized benefits
333006,2003,journal of environmental economics and management,plant vintage technology and environmental regulation
746073,2014,journal of environmental economics and management,do epa regulations affect labor demand evidence from the pulp and paper industry
800988,2015,journal of environmental economics and management,an integrated model of regional and local residential sorting with application to air quality
300995,2002,journal of environmental economics and management,jobs versus the environment an industry level perspective
351268,2004,journal of evolutionary economics,job creation and persistence in services and manufacturing
945392,2018,journal of finance,the impact of bank credit on labor reallocation and aggregate industry productivity
962531,2019,journal of finance,asset allocation in bankruptcy
884067,2017,journal of finance,finance and growth at the firm level evidence from sba loans
358554,2004,journal of finance,a multinational perspective on capital structure choice and internal capital markets
597181,2011,journal of finance,watch what i do not what i say the unintended consequences of the homeland investment act
795496,2015,journal of finance,capital and labor reallocation within firms
741276,2014,journal of finance,broad based employee stock ownership motives and outcomes
219026,1998,journal of finance,asset efficiency and reallocation decisions of bankrupt firms
289554,2001,journal of finance,the market for corporate assets who engages in mergers and asset sales and are there efficiency gains
299221,2002,journal of finance,do conglomerate firms allocate resources inefficiently across industries theory and evidence
470436,2008,journal of finance,the industry life cycle acquisitions and investment does firm organization matter
699834,2013,journal of finance,private and public merger waves
660826,2012,journal of finance,on the life cycle dynamics of venture capital and non venture capital financed firms
310284,2002,journal of finance,effects of corporate diversification on productivity
345366,2004,journal of finance,diversification discount ""or"" premium new evidence from the business information tracking series
485471,2008,journal of finance,the real determinants of asset sales
923528,2018,journal of financial and quantitative analysis,product market characteristics and the choice between ipos and acquisitions
918538,2018,journal of financial economics,the option to quit the effect of employee stock options on turnover
971116,2019,journal of financial economics,bankruptcy spillovers
600895,2011,journal of financial economics,ipo waves product market competition and the going public decision theory and evidence
925839,2018,journal of financial economics,flexible prices and leverage
365242,2004,journal of financial economics,the costs of shared ownership evidence from international joint ventures
480348,2008,journal of financial economics,capital structure with risky foreign investment
880296,2017,journal of financial economics,the us listing gap
959123,2019,journal of financial economics,the cross section of labor leverage and equity returns
850022,2016,journal of financial economics,taxes and leverage at multinational corporations
451943,2007,journal of financial economics,why do firms hold so much cash a tax based explanation
984260,2015,journal of financial economics,the effect of repatriation tax costs on us multinational investment
524197,2009,journal of financial economics,democratizing entry banking deregulations financing constraints and entrepreneurship
686728,2013,journal of financial economics,productivity restructuring and the gains from takeovers
105290,1990,journal of financial economics,the effects of leveraged buyouts on productivity and related aspects of firm behavior
607477,2011,journal of financial economics,post merger restructuring and the boundaries of the firm
729833,2014,journal of financial economics,crises and confidence systemic banking crises and depositor behavior
736101,2014,journal of financial economics,who works for startups the relation between firm age employee age and growth
782744,2015,journal of financial economics,female leadership and gender equity evidence from plant closure
825225,2016,journal of health economics,the long term impacts of medicaid exposure in early childhood evidence from the programs origin
984276,2019,journal of health economics,local food prices snap purchasing power and child health
634070,2012,journal of health economics,the medical care costs of obesity an instrumental variables approach
491262,2008,journal of health economics,has public health insurance for older children reduced disparities in access to care and health outcomes
614911,2011,journal of health economics,school quality and the education health relationship evidence from blacks in segregated schools
917078,2018,journal of health economics,do medical marijuana laws reduce addictions and deaths related to pain killers
447972,2007,journal of health economics,do food stamps cause obesity evidence from immigrant experience
383936,2005,journal of health economics,the demand for dependent health insurance how important is the cost of family coverage
976866,2019,journal of health economics,disease outbreaks healthcare utilization and on time immunization in the first year of life
374450,2005,journal of housing economics,an empirical investigation of the determinants of street homelessness
729921,2014,journal of housing economics,do housing choice voucher holders live near good schools
982741,2019,journal of housing economics,has falling crime invited gentrification
475083,2008,journal of housing economics,location location location the 3l approach to house price determination
465338,2008,journal of human resources,intergenerational economic mobility in the united states 1940 to 2000
855380,2016,journal of human resources,"saying ""i dont"" the effect of the affordable care act young adult provision on marriage"
103018,1990,journal of human resources,new data bases in human resources  the characteristics of business owners data base
166027,1995,journal of human resources,gender segregation in small firms
378901,2005,journal of human resources,relative deprivation poor health habits and mortality
645342,2012,journal of human resources,revising our thinking about the relationship between maternal labor supply and preschool
297933,2002,journal of human resources,market forces and sex discrimination
508132,2009,journal of human resources,partially identifying treatment effects with an application to covering the uninsured
275653,2001,journal of human resources,are children worse off evaluating well being using a new (and improved) measure of poverty
844463,2016,journal of human resources,saving teens using a policy discontinuity to estimate the effects of medicaid eligibility
976273,2019,journal of human resources,the long term effects of early life medicaid coverage
962027,2019,journal of human resources,the effects of aggregate and gender specific labor demand shocks on child health
297935,2002,journal of human resources,racial matching among african american and hispanic physicians and patients
563515,2010,journal of human resources,are college graduates more responsive to distant labor market opportunities
597232,2011,journal of industrial economics,learning by doing and market structure
792167,2015,journal of industrial economics,change at the checkout tracing the impact of a process innovation
789183,2015,journal of industrial economics,cross sectoral variation in the volatility of plant level idiosyncratic shocks
454050,2007,journal of industrial economics,advances in logistics and the growth of intra firm trade the case of canadian affiliates of us multinationals 1984 1995
213980,1998,journal of industrial economics,environmental regulation investment timing and technology choice
445299,2007,journal of industrial economics,prices spatial competition and heterogeneous producers an empirical test
489402,2008,"journal of industry, competition and trade",trade in high tech services
897618,2017,journal of international business studies,managing valuable knowledge in weak ip protection countries
841170,2016,journal of international business studies,the impact of information and communication technology adoption on multinational firm boundary decisions
257484,2000,journal of international business studies,do world product mandates really matter
897619,2017,journal of international business studies,patent protection and the composition of multinational activity evidence from us multinational firms
195359,1997,journal of international economics,exporters skill upgrading and the wage gap
230336,1999,journal of international economics,exceptional exporter performance cause effect ""or"" both
398255,2006,journal of international economics,survival of the best fit exposure to low wage countries and the (uneven) growth of us manufacturing plants
679367,2013,journal of international economics,are all trade protection policies created equal empirical evidence for nonequivalent market power effects of tariffs and quotas
588992,2011,journal of international economics,does intellectual property rights reform spur industrial development
984240,2015,journal of international economics,diversification cost structure and the risk premium of multinational corporations
965318,2019,journal of international economics,the tradability of services geographic concentration and trade costs
697088,2013,journal of international economics,product and process productivity implications for quality choice and conditional exporter premia
792190,2015,journal of international economics,export prices of us firms
653160,2012,journal of international economics,exports borders distance and plant size
844528,2016,journal of international economics,buyer seller relationships in international trade do your neighbors matter
823395,2016,journal of international economics,importing exporting and firm level employment volatility
908681,2017,journal of international economics,pirates treasure
855435,2016,journal of international economics,tariff pass through firm heterogeneity and product quality
887301,2017,journal of international economics,domestic gains from offshoring evidence from taa linked us microdata
645403,2012,journal of international economics,export versus fdi and the communication of complex information
614962,2011,journal of international economics,plant level responses to anti dumping duties evidence from us manufacturers
943621,2018,journal of international economics,investment responses to trade liberalization evidence from us industries and establishments
823388,2016,journal of international economics,intra firm trade and vertical fragmentation in us multinational corporations
552438,2010,journal of international economics,the effects of offshoring on the elasticity of labor demand
516137,2009,journal of international economics,firm heterogeneity and the structure of us multinational activity
754190,2014,journal of international trade and economic development,there will be exports and licensing the effects of patent rights and innovation on firm sales
984212,2018,journal of labor economics,earnings inequality and mobility trends in the united states nationally representative estimates from longitudinally linked employeremployee data
690333,2013,journal of labor economics,exploring differences in employment between household and establishment data
973157,2019,journal of labor economics,local labor markets in canada and the united states
834838,2016,journal of labor economics,its where you work increases in the dispersion of earnings across establishments and individuals in the united states
984209,2018,journal of labor economics,augmenting the human capital earnings equation with measures of where people work
984216,2003,journal of labor economics,new evidence on sex segregation and sex differences in wages from matched employee employer data
212026,1998,journal of labor economics,inter firm segregation and the black/white wage gap
301126,2002,journal of labor economics,nondiscrimination rules and the distribution of fringe benefits
87702,1989,journal of labor economics,plant turnover and gross employment flows in the us manufacturing sector
984217,2004,journal of labor economics,wage and productivity dispersion in united states manufacturing the role of computer investment
440553,2007,journal of labor economics,why are black owned businesses less successful than white owned businesses the role of families inheritances and business human capital
542903,2010,journal of labor economics,preschoolers enrolled and mothers at work the effects of universal prekindergarten
825259,2016,journal of labor economics,reallocation in the great recession cleansing ""or"" not
690324,2013,journal of labor economics,wage premia in employment clusters how important is worker heterogeneity
984213,2018,journal of labor economics,who moves up the job ladder
234797,1999,journal of labor economics,wages productivity and worker characteristics evidence from plant level production functions and wage equations
610222,2011,journal of labor economics,neighbors and coworkers the importance of residential labor market networks
175662,1996,journal of labor economics,managerial tenure business age and small business turnover
984210,2018,journal of labor economics,firm performance and the volatility of worker earnings
792217,2015,journal of labor economics,skilled immigration and the employment structures of us firms
780867,2015,journal of labor economics,job referral networks and the determination of earnings in local labor markets
754207,2014,journal of labor research,do as the neighbors do examining the effect of residential neighborhoods on labor market outcomes
841199,2016,journal of labor research,disconnected geography a spatial analysis of disconnected youth in the united states
534257,2009,journal of labor research,older workers access to employer sponsored retiree health insurance 2000 2006
959141,2019,journal of labor research,differences in self employment duration by year of entry and pre entry wage sector attachment
632740,2012,journal of labor research,changes in firm pension policy trends away from traditional defined benefit plans
657932,2012,journal of labor research,workers unions and takeovers
119664,1992,journal of law and economics,the relationships among acquiring and acquired firms product lines
984286,2019,journal of law and economics,debtor protection and business dynamism
89093,1989,journal of law and economics,firm entry and post entry performance in the us chemical industries
435720,2007,journal of law and economics,managerial leverage is limited by the extent of the market hierarchies specialization and the utilization of lawyers human capital
103064,1990,journal of law and economics,the effect of ownership changes on the employment and wages of central office and other personnel
119665,1992,journal of law and economics,the extent and nature of establishment level diversification in sixteen us manufacturing industries
184823,1996,journal of law and economics,the dynamic adjustment process of firm entry and exit in manufacturing and finance insurance and real estate
521630,2009,"journal of law, economics, and organization",specialization firms and markets the division of labor within and between law firms
852743,2016,"journal of law, economics, and organization",the returns to knowledge hierarchies
922285,2018,journal of monetary economics,older and slower the startup deficits lasting effects on aggregate productivity growth
409669,2006,journal of monetary economics,trade costs firms and productivity
315477,2002,journal of monetary economics,learning by doing and aggregate fluctuations
286691,2001,journal of monetary economics,sectoral job creation and destruction responses to oil price changes
632760,2012,journal of monetary economics,labor market flows in the cross section and over time
852827,2016,journal of monetary economics,the rise and fall of unions in the united states
405264,2006,journal of monetary economics,capital reallocation and liquidity
454151,2007,journal of monetary economics,new ""or"" used investment with credit constraints
959152,2019,journal of monetary economics,trading down and the business cycle
971209,2019,journal of monetary economics,heads i win tails you lose asymmetric taxes risk taking and innovation
962059,2019,journal of policy analysis and management,local labor demand and program participation dynamics evidence from new york snap administrative records
346749,2004,journal of policy analysis and management,the impact of state enterprise zones on urban manufacturing establishments
956380,2019,journal of policy analysis and management,the effect of lower transaction costs on social security disability insurance application rates and participation
230359,1999,journal of policy analysis and management,evaluating the impact of manufacturing extension on productivity growth
524373,2009,journal of policy modeling,trade liberalization in textiles policy effects in an import competing industry
827388,2016,journal of political economy,transition to clean technology
933628,2018,journal of political economy,growth through heterogeneous innovations
748431,2014,journal of political economy,dynamic inputs and resource (mis)allocation
137769,1993,journal of political economy,decomposing learning by doing in new plants
448086,2007,journal of political economy,a unified framework for measuring preferences for schools and neighborhoods
493399,2008,journal of political economy,place of work and place of residence informal hiring networks and labor market outcomes
252640,2000,journal of political economy,effects of air quality regulations on polluting industries
331338,2003,journal of political economy,enjoying the quiet life corporate governance and managerial preferences
982814,2019,journal of political economy,trouble in the tails what we know about earnings non response thirty years after lillard smith and welch
971241,2019,journal of political economy,state taxation and the reallocation of business activity evidence from establishment level data
310363,2002,journal of political economy,the impacts of environmental regulations on industrial activity evidence from the 1970 and 1977 clean air act amendments and the census of manufactures
555302,2010,journal of political economy,identifying agglomeration spillovers evidence from winners and losers of large plant openings
164212,1995,journal of political economy,on the turnover of business firms and business managers
374496,2005,journal of political economy,the location of sales offices and the attraction of cities
741381,2014,journal of political economy,an alternative theory of the plant size distribution with geography and intra and international trade
435790,2007,journal of political economy,cementing relationships vertical integration foreclosure productivity and prices
941396,2018,journal of political economy,slow to hire quick to fire employment dynamics with asymmetric responses to news
884341,2017,journal of political economy,every breath you take every dollar you'll make the long term consequences of the clean air act of 1970
454180,2007,journal of political economy,chutes ""or"" ladders a longitudinal analysis of immigrant earnings
358749,2004,journal of political economy,market structure and productivity a concrete example
929976,2018,journal of population economics,planning parenthood the affordable care act young adult provision and pathways to fertility
519150,2009,journal of population economics,determinants of business success an examination of asian owned businesses in the usa
984235,1991,journal of productivity analysis,producer price dispersion real output and the analysis of production
212924,1998,journal of productivity analysis,productivity dynamics us manufacturing plants 1972 1986
222487,1998,journal of productivity analysis,the workweek of capital and capital utilization in manufacturing
428402,2006,journal of productivity analysis,assessing multidimensional performance environmental and economic outcomes
984227,1992,journal of productivity analysis,measuring total factor productivity technical change and the rate of returns to research and development
570319,2010,journal of public economics,did vietnam veterans get sicker in the 1990s the complicated effects of military service on self reported health
661067,2012,journal of public economics,tiebout sorting and neighborhood stratification
272857,2001,journal of public economics,environmental regulation and labor demand evidence from the south coast air basin
331357,2003,journal of public economics,does the availability of high wage jobs for low skilled men affect welfare expenditures evidence from shocks to the steel and coal industries
369023,2005,journal of public economics,public insurance and child hospitalizations access and efficiency effects
354194,2004,journal of public economics,foreign direct investment in a world of multiple taxes
399430,2006,journal of public economics,the demand for tax haven operations
730107,2014,journal of public economics,house prices and birth rates the impact of the real estate market on the decision to have a baby
560960,2010,journal of public economics,you can take it with you proposition 13 tax benefits residential mobility and willingness to pay for housing amenities
917881,2018,journal of public economics,the mortality effects of retirement evidence from social security eligibility at age 62
847976,2016,journal of public economics,does medical malpractice law improve health care quality
594170,2011,journal of public economics,matched fundraising evidence from a natural field experiment
382156,2005,journal of public economics,adverse selection in health insurance markets evidence from state small group health insurance reforms
275808,2001,journal of real estate finance and economics,city quality of life dynamics measuring the costs of growth
257587,2000,journal of real estate literature,the census of construction industries database
683803,2013,journal of regional science,does employing undocumented workers give firms a competitive advantage
433878,2007,journal of regional science,the environmental performance of polluting plants a spatial analysis
262218,2000,journal of regional science,smog reductions impact on california county growth
746319,2014,journal of regional science,does firm ownership affect spillover opportunities evidence from chinese manufacturing
919584,2018,journal of risk and insurance,the role of agents and brokers in the market for health insurance
700062,2013,journal of small business and entrepreneurship,industrial concentration of ethnic minority and women owned businesses evidence from the survey of business owners in the united states
852934,2016,journal of sports economics,talent recruitment and firm performance the business of major league sports
470841,2008,journal of technology transfer,measuring us innovative activity business data at the us census bureau
470842,2008,journal of technology transfer,the survey of industrial r&d patent database link project
288089,2001,journal of the american statistical association,moment estimation with attrition an application to economic models
563691,2010,journal of the american statistical association,using dna fingerprints to infer familial relationships within nhanes iii households
807612,2015,journal of the american statistical association,simultaneous edit imputation for continuous microdata
984234,2001,journal of the american statistical association,iterative automated record linkage using mixture models
741430,2014,journal of the european economic association,materials prices and productivity
550015,2010,journal of the european economic association,banking deregulations financing constraints and firm entry size
417570,2006,journal of the european economic association,offshoring foreign direct investment and the structure of us trade
290584,2001,journal of the japanese and international economies,the relative importance of employer and employee effects on compensation a comparison of france and the united states
586806,2011,journal of the royal statistical society: series a (statistics in society),measuring inequality using censored data a multiple imputation approach to estimation and inference
917135,2018,journal of urban affairs,structural versus ethnic dimensions of housing segregation
353045,2004,journal of urban economics,the impact of geographic differences in human capital on service firm formation rates
942655,2018,journal of urban economics,race specific urban wage premia and the black white wage gap
431346,2007,journal of urban economics,cities matching and the productivity gains of agglomeration
751413,2014,journal of urban economics,does state preschool crowd out private provision the impact of universal preschool on the childcare sector in oklahoma and georgia
356991,2004,journal of urban economics,what drives racial segregation new evidence using census microdata
295176,2002,journal of urban economics,why do gay men live in san francisco
473248,2008,journal of urban economics,when are ghettos bad lessons from immigrant segregation in the united states
302980,2002,journal of urban economics,the impact of school characteristics on house prices chicago 1987 1991
343353,2004,journal of urban economics,the determinants of homelessness and the targeting of housing assistance
832544,2016,journal of urban economics,the urban density premium across establishments
487820,2008,journal of urban economics,job hopping earnings dynamics and industrial agglomeration in the software publishing industry
431345,2007,journal of urban economics,smart cafe cities testing human capital externalities in the boston metropolitan area
542961,2010,journal of urban economics,clusters of entrepreneurship
542959,2010,journal of urban economics,mom and pop meet big box complements ""or"" substitutes
485826,2008,journal of urban economics,spatial mismatch ""or"" racial mismatch
730190,2014,journal of urban economics,do labor market networks have an important spatial dimension
979789,2019,journal of urban economics,labor market networks and recovery from mass layoffs evidence from the great recession period
322125,2003,journal of urban economics,marshalls scale economies
470924,2008,journal of urban economics,where do manufacturing firms locate their headquarters
466103,2008,journal of urban economics,interactions neighborhood selection and housing demand
244653,1999,journal of urban economics,the silver lining of rust belt manufacturing decline
957953,2019,journal of urban economics,do institutions determine economic geography evidence from the concentration of foreign suppliers
485824,2008,journal of urban economics,geographic redistribution of us manufacturing and the role of state development policy
547326,2010,journal of urban economics,who gentrifies low income neighborhoods
326537,2003,journal of urban economics,outsourcing business services and the role of central administrative offices
345503,2004,journal of urban economics,firm inventory behavior and the returns from highway infrastructure investments
589172,2011,labour,adoption and termination of employee involvement programs
984223,2019,labour,labor reallocation employment and earnings vector auto regression evidence
754565,2014,labour economics,a comparison of upward and downward intergenerational mobility in canada sweden and the united states
516416,2009,labour economics,explaining cyclical movements in employment creative destruction ""or"" changes in utilization
440805,2007,labour economics,wages productivity and the dynamic interaction of businesses and workers
897830,2017,labour economics,trends in earnings inequality and earnings instability among us couples how important is assortative matching
841493,2016,labour economics,the shifting job tenure distribution
884626,2017,labour economics,the recent decline of single quarter jobs
789478,2015,labour economics,firm market power and the earnings distribution
485854,2008,labour economics,wage differentials in the presence of unobserved worker firm and match heterogeneity
586846,2011,land economics,on spatial heterogeneity in environmental compliance costs
236005,1999,land economics,the cost of water pollution regulation in the pulp and paper industry
259490,2000,land economics,estimating the demand for air quality in four us cities
858500,2016,management science,spatial organization of firms and location choices through the value chain
984237,2011,management science,new plant venture performance differences among incumbent diversifying and entrepreneurial firms the impact of industry learning intensity
951438,2018,management science,screening spin outs how non compete enforceability affects the creation growth and survival of new firms
789526,2015,management science,global sourcing and foreign knowledge seeking
984222,2009,management science,a general interindustry relatedness index
697268,2013,management science,ethnic innovation and us multinational firm activity
792632,2015,management science,do market leaders lead in business process innovation the case(s) of e business adoption
984231,2010,management science,diversification diseconomies of scope and vertical contracting evidence from the taxicab industry
984225,2018,monthly labor review,why are employer sponsored health insurance premiums higher in the public sector than in the private sector
532713,2009,monthly labor review,using internal cps data to reevaluate trends in labor earnings gaps
641652,2012,monthly labor review,the declining average size of establishments evidence and explanations
694651,2013,monthly labor review,high employment growth firms defining and counting them
499030,2008,monthly labor review,wage and productivity stability in us manufacturing plants
773510,2014,monthly labor review,measuring the distribution of wages in the united states from 1996 through 2010 using the occupational employment survey
256109,2000,monthly labor review,the characteristics of small business employees
898018,2017,monthly labor review,the impact of business cycles on job mobility
789605,2015,national tax journal,accounting for income changes over the great recession relative to previous recessions the impact of taxes and transfers
288145,2001,national tax journal,repatriation taxes and dividend distortions
653729,2012,national tax journal,estimating local redistribution through property tax funded public school systems
884754,2017,national tax journal,carbon tax competitiveness concerns assessing a best practices carbon credit
848207,2016,national tax journal,do doubled up families minimize household level tax burden
900857,2017,national tax journal,the eitc over the great recession who benefited
984233,2017,national tax journal,income effects on maternal labor supply evidence from child related tax benefits
316797,2002,new zealand economic papers,unlocking the information in integrated social data
388112,2005,oecd economic studies,international licensing and the strengthening of intellectual property rights in developing countries during the 1990s
505786,2009,oxford bulletin of economics and statistics,matching reallocation and changes in earnings dispersion
358915,2004,oxford review of economic policy,exporting and productivity in the usa
187191,1996,papers in regional science,the choice of an input output table embedded in regional econometric input output models
309043,2002,population research and policy review,coverage of the population in census 2000 results from demographic analysis
917243,2018,population research and policy review,neighborhood concentrated disadvantage and adult mortality insights for racial and ethnic differences
604176,2011,population research and policy review,will they stay foreign born out migration from new us destinations
388153,2005,population research and policy review,population trends in metropolitan and nonmetropolitan america selective deconcentration and the rural rebound
872991,2017,population research and policy review,black white disparities in adult mortality implications of differential record linkage for understanding the mortality crossover
786445,2015,population research and policy review,mandating prescription contraception coverage effects on contraception consumption and preventive health services
361508,2004,population research and policy review,transitions in welfare participation and female headship
984236,2017,proceedings of the national academy of sciences of the united states of america,relationship between season of birth temperature exposure and later life wellbeing
916246,2018,quarterly journal of economics,tuskegee and the health of black men
522085,2009,quarterly journal of economics,multinational firms fdi flows and imperfect capital markets
982364,2019,quarterly journal of economics,how wide is the firm border
221842,1998,quarterly journal of economics,implications of skill biased technological change international evidence
608329,2011,quarterly journal of economics,multiproduct firms and trade liberalization
982907,2019,quarterly journal of economics,firming up inequality
401814,2006,quarterly journal of economics,do stronger intellectual property rights increase international technology transfer empirical evidence from us firm level panel data
124689,1992,quarterly journal of economics,gross job creation gross job destruction and employment reallocation
719023,2013,quarterly journal of economics,the establishment level behavior of vacancies and hiring
361558,2004,quarterly journal of economics,economic impacts of new unionization on private sector employers 19842001
193379,1997,quarterly journal of economics,workers wages and technology
89491,1989,quarterly journal of economics,the growth and failure of us manufacturing plants
748894,2014,quarterly journal of economics,public health insurance labor supply and employment lock
719029,2013,quarterly journal of economics,proximity and investment evidence from plant level data
874533,2017,quarterly journal of economics,firm leverage consumer demand and employment losses during the great recession
527684,2009,quarterly journal of economics,misallocation and manufacturing tfp in china and india
748901,2014,quarterly journal of economics,the life cycle of plants in india and mexico
982913,2019,quarterly journal of economics,consequences of the clean water act and the demand for water quality
604229,2011,quarterly journal of economics,immigration skill mix and capital skill complementarity
591203,2011,quarterly journal of economics,the real costs of credit access evidence from the payday lending market
941458,2018,quarterly journal of economics,ranking firms using revealed preference
719048,2013,quarterly journal of economics,the transitional costs of sectoral reallocation evidence from the clean air act and the workforce
594749,2011,quarterly review of economics and finance,the efficiency of internal capital markets evidence from the annual capital expenditure survey
454608,2007,rand journal of economics,spatial organization of firms the decision to split production and administration
185114,1996,rand journal of economics,bounding the effects of r&d  an investigation using matched establishment firm data
77500,1988,rand journal of economics,patterns of firm entry and exit in us manufacturing industries
151607,1994,rand journal of economics,plant age and technology use in us manufacturing industries
710590,2013,rand journal of economics,entry exit and the determinants of market structure
151604,1994,rand journal of economics,learning by doing and competition in the early rayon industry
161666,1995,rand journal of economics,on the productivity and plant ownership change  new evidence from the longitudinal research database
808203,2015,rand journal of economics,building new plants ""or"" entering by acquisition firm heterogeneity and entry barriers in the us cement industry
961094,2019,rand journal of economics,the micro elasticity of substitution and non neutral technology
841772,2016,real estate economics,do homeowners mark to market a comparison of self reported and estimated market home values during the housing boom and bust
431372,2007,regional science and urban economics,do local tax incentives affect economic growth what mean impacts miss in the analysis of enterprise zone policies
486058,2008,regional science and urban economics,the agglomeration of headquarters
630240,2012,regional science and urban economics,regional industrial structure and agglomeration economies an analysis of productivity in three manufacturing industries
594755,2011,regional science and urban economics,how low income neighborhoods change entry exit and enhancement
272879,2001,regional science and urban economics,a flexible test for agglomeration economies in two us manufacturing industries
848428,2016,regional science and urban economics,the effects of negative house price changes on migration evidence across us housing downturns
679679,2013,regional science and urban economics,small homes public schools and property tax capitalization
984218,2015,regional science and urban economics,the dynamics of house price responsiveness and locational sorting evidence from air quality changes
594763,2011,regional science and urban economics,who moves to mixed income neighborhoods
432453,2007,regional science and urban economics,market thickness and outsourcing services
874559,2017,regional science and urban economics,externalities of public housing the effect of public housing demolitions on local crime
296018,2002,regional studies,the determinants of regional variation in new firm formation
793064,2015,regional studies,an evaluation of competitive industrial structure and regional manufacturing employment change
351596,2004,regional studies,international trade employment and earnings evidence from us rural counties
885015,2017,research policy,cities immigrant diversity and complex problem solving
755055,2014,research policy,clusters convergence and economic performance
789843,2015,research policy,new linked data on research investments scientific workforce productivity and public value
475624,2008,review of agricultural economics,the economic forces driving food safety quality in meat and poultry
513609,2009,review of agricultural economics,the direct and indirect costs of food safety regulation
845154,2016,review of corporate finance studies,spillovers in local banking markets
524980,2009,review of economic dynamics,the industry lifecycle of the size distribution of firms
979887,2019,review of economic dynamics,who works for whom worker sorting in a model of entrepreneurship with heterogeneous labor markets
228768,1998,review of economic dynamics,capital adjustment patterns in manufacturing plants
228769,1998,review of economic dynamics,technology locks creative destruction and nonconvergence in productivity levels
587099,2011,review of economic dynamics,the impact of plant level resource reallocations and technical progress on us macroeconomic growth
342789,2004,review of economic dynamics,quantifying embodied technological change
926486,2018,review of economic studies,dutch disease ""or"" agglomeration the local economic effects of natural resource booms in modern america
486108,2008,review of economic studies,networking off madison avenue
319793,2003,review of economic studies,productivity dynamics with technology choice an application to automobile assembly
407331,2006,review of economic studies,on the nature of capital adjustment costs
901116,2017,review of economic studies,the determinants of quality specialization
885072,2017,review of economic studies,technology and production fragmentation domestic versus foreign sourcing
468475,2008,review of economic studies,an assignment theory of foreign direct investment
719549,2013,review of economic studies,the proximity concentration tradeoff under uncertainty
710686,2013,review of economics and statistics,estimating measurement error in annual job earnings a comparison of survey and administrative data
241066,1999,review of economics and statistics,the structure of firm r&d the factor intensity of production and skill bias
503901,2009,review of economics and statistics,abortion and selection
928830,2018,review of economics and statistics,job displacement and the duration of joblessness the role of spatial mismatch
452436,2007,review of economics and statistics,do alternative opportunities matter the role of female labor markets in the decline of teacher quality
279711,2001,review of economics and statistics,labor productivity structural change and cyclical dynamics
587118,2011,review of economics and statistics,what happens when firms patent new evidence from us economic census data
218086,1998,review of economics and statistics,a comparison of job creation and job destruction in canada and the united states
755125,2014,review of economics and statistics,forecasting aggregate productivity using information from firm level data
103557,1990,review of economics and statistics,entrepreneur human capital inputs and small business longevity
236094,1999,review of economics and statistics,the effects of general inflation and idiosyncratic cost shocks on within commodity price dispersion evidence from microdata
279718,2001,review of economics and statistics,environmental regulation and productivity evidence from oil refineries
349964,2004,review of economics and statistics,why some firms export
438557,2007,review of economics and statistics,firm structure multinationals and manufacturing plant deaths
279712,2001,review of economics and statistics,how to compete the impact of workplace practices and information technology on productivity
687492,2013,review of economics and statistics,"are children ""normal"""
804915,2015,review of economics and statistics,us multinationals and preferential market access
963174,2019,review of economics and statistics,input linkages and the transmission of shocks firm level evidence from the 2011 tohoku earthquake
641860,2012,review of economics and statistics,recent trends in top income shares in the united states reconciling estimates from march cps and irs tax return data
481060,2008,review of economics and statistics,is the melting pot still hot explaining the resurgence of immigrant segregation
705476,2013,review of economics and statistics,electricity unit value prices and purchase quantities us manufacturing plants 1963 2000
612892,2011,review of economics and statistics,the effect of power plants on local housing values and rents
830196,2016,review of economics and statistics,trade credit and taxes
299779,2002,review of economics and statistics,geographic concentration as a dynamic process
112849,1991,review of economics and statistics,the duration of employment opportunities in us manufacturing
755114,2014,review of economics and statistics,estimating the impact of trade and offshoring on american workers using the current population surveys
641862,2012,review of economics and statistics,liquidity economic activity and mortality
276175,2001,review of economics and statistics,us canada trade liberalization and mnc production location
418025,2006,review of economics and statistics,market selection reallocation and restructuring in the us retail trade sector in the 1990s
789913,2015,review of economics and statistics,entrepreneurship and urban growth an empirical assessment with historical mines
112861,1991,review of economics and statistics,a generalized index of diversification trends in us manufacturing
691231,2013,review of economics and statistics,who creates jobs small versus large versus young
391539,2005,review of economics and statistics,vertical production networks in multinational firms
604368,2011,review of economics and statistics,offshoring jobs multinationals and us manufacturing employment
481059,2008,review of economics and statistics,workplace segregation in the united states race ethnicity and skill
333843,2003,review of economics and statistics,intranational home bias some explanations
122184,1992,review of economics and statistics,r&d reactions to high technology import competition
276864,2001,review of economics and statistics,the impact of vintage and survival on productivity evidence from cohorts of us manufacturing plants
928836,2018,review of economics and statistics,childhood medicaid coverage and later life health care utilization
942147,2018,review of economics and statistics,male earnings marriageable men and non marital fertility evidence from the fracking boom
524996,2009,review of economics and statistics,multinational enterprises international trade and productivity growth firm level evidence from the united states
804917,2015,review of economics and statistics,agglomerative forces and cluster shapes
587114,2011,review of economics and statistics,the effect of changes in the us wage structure on recent immigrants earnings
380795,2005,review of economics and statistics,fortunate sons new estimates of intergenerational mobility in the united states using social security earnings data
285949,2001,review of economics and statistics,the cost of environmental protection
931954,2018,review of economics and statistics,imputation in us manufacturing data and its implications for productivity dispersion
